Club,Country,Year,Relative transition path
club3,LV,2018,0.441954363406412
club3,RO,2018,0.322667773229718
club3,BG,2018,0.233793511404648
divergent,FI,2018,1.35272337222307
divergent,FR,2018,1.20280538237652
club1,LU,2019,3.07298770111024
club1,IE,2019,2.23617547097767
club1,DK,2019,1.78130338748514
club1,SE,2019,1.60849308956307
club1,NL,2019,1.51308614670746
club1,AT,2019,1.35617059319981
club1,BE,2019,1.29680685944237
club1,DE,2019,1.29793348349149
club1,MT,2019,0.819005617489483
club2,IT,2019,0.973884673438233
club2,CY,2019,0.906138239657089
club2,ES,2019,0.885013538238522
club2,SI,2019,0.741824947180307
club2,CZ,2019,0.654750456024663
club2,EE,2019,0.557315597310126
club2,SK,2019,0.572384627567295
club2,LT,2019,0.50555234730195
club2,PL,2019,0.468201388179521
club3,PT,2019,0.65796595202772
club3,EL,2019,0.62993842682322
club3,HR,2019,0.453794839998309
club3,HU,2019,0.472122509179665
club3,LV,2019,0.4455218722951
club3,RO,2019,0.329967585175789
club3,BG,2019,0.237907488952755
divergent,FI,2019,1.34169963950811
divergent,FR,2019,1.1840535216749
club1,LU,2020,3.03533974278087
club1,IE,2020,2.3653300160428
club1,DK,2020,1.77715764171722
club1,SE,2020,1.59733503941882
club1,NL,2020,1.50405947334572
club1,AT,2020,1.33233357044087
club1,BE,2020,1.28376608882259
club1,DE,2020,1.27833423925155
club1,MT,2020,0.81989200778521
club2,IT,2020,0.962446064933773
club2,CY,2020,0.918456977023488
club2,ES,2020,0.866273068240095
club2,SI,2020,0.745175695364748
club2,CZ,2020,0.649067133053745
club2,EE,2020,0.562567305543844
club2,SK,2020,0.571039812015981
club2,LT,2020,0.513986627943465
club2,PL,2020,0.478032946188856
club3,PT,2020,0.653540594497726
club3,EL,2020,0.625495214901301
club3,HR,2020,0.463130498503407
club3,HU,2020,0.478283267336008
club3,LV,2020,0.448366190017307
club3,RO,2020,0.335547732808544
club3,BG,2020,0.242937251076138
divergent,FI,2020,1.32815637599009
divergent,FR,2020,1.16394942495584
club1,LU,2021,2.99602025800217
club1,IE,2021,2.49900142629041
club1,DK,2021,1.77236295941441
club1,SE,2021,1.58628110431723
club1,NL,2021,1.49552494122531
club1,AT,2021,1.30911368401455
club1,BE,2021,1.27174916267317
club1,DE,2021,1.25615312017563
club1,MT,2021,0.823120518347741
club2,IT,2021,0.955046345825539
club2,CY,2021,0.929526738833691
club2,ES,2021,0.849556036186808
club2,SI,2021,0.74745618264712
club2,CZ,2021,0.640971327042348
club2,EE,2021,0.565103175781333
club2,SK,2021,0.567676282299989
club2,LT,2021,0.519562163968239
club2,PL,2021,0.487411296869477
club3,PT,2021,0.650044359369469
club3,EL,2021,0.62416004282692
club3,HR,2021,0.475812273131071
club3,HU,2021,0.483735485565292
club3,LV,2021,0.450629091533688
club3,RO,2021,0.339852665880045
club3,BG,2021,0.248984398638971
divergent,FI,2021,1.31027631962452
divergent,FR,2021,1.14486863951485
club1,LU,2022,2.95361181319729
club1,IE,2022,2.62868248785067
club1,DK,2022,1.76666621235421
club1,SE,2022,1.57528673083358
club1,NL,2022,1.48800730190311
club1,AT,2022,1.28829724026013
club1,BE,2022,1.26044852624604
club1,DE,2022,1.23374472031381
club1,MT,2022,0.827676697046136
club2,IT,2022,0.949963408201886
club2,CY,2022,0.939587484352296
club2,ES,2022,0.835626626584525
club2,SI,2022,0.749001426249663
club2,CZ,2022,0.632602195812147
club2,EE,2022,0.565589411353947
club2,SK,2022,0.563362463642643
club2,LT,2022,0.523444839027823
club2,PL,2022,0.496636346892741
club3,PT,2022,0.648245013481766
club3,EL,2022,0.624808645795991
club3,HR,2022,0.4895717807606
club3,HU,2022,0.488949937152464
club3,LV,2022,0.452459612887889
club3,RO,2022,0.343661888835792
club3,BG,2022,0.255739619731282
divergent,FI,2022,1.29123353084981
divergent,FR,2022,1.12709403838177
